,uniq_id,product_url,product_name,product_category_tree,pid,retail_price,discounted_price,image,description,product_rating,overall_rating,brand,product_specifications
360,e9714c49af6cbda0022923106a6f8bea,http://www.flipkart.com/svt-ada-collections-formal-full-sleeve-checkered-women-s-top/p/itmebcjf7khwrg9g?pid=TOPEBCJF2D8JB3RG,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",TOPEBCJF2D8JB3RG,1199,795,"[""http://img5a.flixcart.com/image/top/3/r/g/1-1-svt08150048-10-svt-ada-collections-free-original-imaebcydg9syskhk.jpeg"", ""http://img6a.flixcart.com/image/top/3/r/g/1-1-svt08150048-10-svt-ada-collections-free-original-imaebcydg3wfzjds.jpeg"", ""http://img5a.flixcart.com/image/top/3/r/g/1-1-svt08150048-10-svt-ada-collections-free-original-imaebcyea3tbhpzh.jpeg"", ""http://img5a.flixcart.com/image/top/3/r/g/1-1-svt08150048-10-svt-ada-collections-free-original-imaebcyewpkhzsnn.jpeg"", ""http://img6a.flixcart.com/image/top/3/r/g/1-1-svt08150048-10-svt-ada-collections-free-original-imaebcyeyjfrguxv.jpeg""]","Svt Ada Collections Formal Full Sleeve Checkered Women's Top
                         Price: Rs. 795
				
			Viscose Grey Colour Formal Elegant Women'S Top. The Grey Colour Adds To Your Feminine Charm The Style Gives You Overall Look Some Definition
Viscose Grey Colour Formal Elegant Women'S Top. The Grey Colour Adds To Your Feminine Charm The Style Gives You Overall Look Some Definition",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Pattern"", ""value""=>""Checkered""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Viscose""}, {""key""=>""Neck"", ""value""=>""Chinese Collar""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Wash With Similar Colors, Use Detergent For Colors""}, {""value""=>""Top""}]}"
361,7bcfca5a3c50bf05697a42464206e2f0,http://www.flipkart.com/svt-ada-collections-party-3-4-sleeve-checkered-women-s-top/p/itmec89zyhquhkgf?pid=TOPEC89ZP7VSJGZK,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",TOPEC89ZP7VSJGZK,1199,880,"[""http://img6a.flixcart.com/image/top/g/z/k/1-1-svt09150178-02-svt-ada-collections-free-original-imaec4duwhrggqtk.jpeg"", ""http://img5a.flixcart.com/image/top/g/z/k/1-1-svt09150178-02-svt-ada-collections-free-original-imaec4dugywzrwne.jpeg"", ""http://img5a.flixcart.com/image/top/g/z/k/1-1-svt09150178-02-svt-ada-collections-free-original-imaec4duvb6hgdhf.jpeg"", ""http://img6a.flixcart.com/image/top/g/z/k/1-1-svt09150178-02-svt-ada-collections-free-original-imaec4dufqnm6ngg.jpeg"", ""http://img6a.flixcart.com/image/top/g/z/k/1-1-svt09150178-02-svt-ada-collections-free-original-imaec4dugajgszxp.jpeg""]",Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top - Buy Black Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top For Only Rs. 1199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Party""}, {""key""=>""Pattern"", ""value""=>""Checkered""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Polyester""}, {""key""=>""Neck"", ""value""=>""Boat Neck""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Wash With Similar Colors, Use Detergent For Colors""}, {""value""=>""1 Top""}]}"
362,6e3228b3b9e9462fa48c793960a17524,http://www.flipkart.com/svt-ada-collections-casual-full-sleeve-checkered-women-s-top/p/itmeddv9294x7dux?pid=TOPEDDV9USBFWGPZ,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",TOPEDDV9USBFWGPZ,1699,1215,"[""http://img5a.flixcart.com/image/top/g/p/z/svt11150283-12-svt-ada-collections-free-original-imaed9kpvuhfhzmr.jpeg"", ""http://img6a.flixcart.com/image/top/g/p/z/svt11150283-12-svt-ada-collections-free-original-imaed9kpvuhfhzmr.jpeg"", ""http://img6a.flixcart.com/image/top/g/p/z/svt11150283-12-svt-ada-collections-free-original-imaed9kpjznpnpeq.jpeg"", ""http://img5a.flixcart.com/image/top/g/p/z/svt11150283-12-svt-ada-collections-free-original-imaed9kqe65dhxzz.jpeg"", ""http://img6a.flixcart.com/image/top/g/p/z/svt11150283-12-svt-ada-collections-free-original-imaed9kqkenue4u9.jpeg"", ""http://img5a.flixcart.com/image/top/g/p/z/svt11150283-12-svt-ada-collections-free-original-imaed9kqgwr4g6gp.jpeg""]","Svt Ada Collections Casual Full Sleeve Checkered Women's Top
                         Price: Rs. 1,215
				
			This elegant women top is a unique winter collection from the house of SVT.Elegant yet stylish clothes at affordable prices for today fashion conscious woman.
This elegant women top is a unique winter collection from the house of SVT.Elegant yet stylish clothes at affordable prices for today fashion conscious woman.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Checkered""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Knited""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Wash with Similar Colors, Use Detergent for Colors""}, {""value""=>""1 Top""}]}"
368,8fabe91e0b3b3bb7da5295bb483eaf24,http://www.flipkart.com/peppermint-blues-casual-sleeveless-printed-women-s-top/p/itmebyn5qrndusa8?pid=TOPE5PHFZHVEY42Z,Peppermint Blues Casual Sleeveless Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Peppermint Blues Tops""]",TOPE5PHFZHVEY42Z,399,359,"[""http://img6a.flixcart.com/image/top/6/z/9/1-1-503tp08-black-peppermint-xxl-original-imae5zctvgg6qra9.jpeg"", ""http://img6a.flixcart.com/image/top/6/z/9/1-1-503tp08-black-peppermint-xxl-original-imae5zctdctw9nhu.jpeg"", ""http://img6a.flixcart.com/image/top/6/z/9/1-1-503tp08-black-peppermint-xxl-original-imae5zctewsthygk.jpeg"", ""http://img6a.flixcart.com/image/top/6/z/9/1-1-503tp08-black-peppermint-xxl-original-imae5zctfzv2fp6s.jpeg""]",Peppermint Blues Casual Sleeveless Printed Women's Top - Buy Black Peppermint Blues Casual Sleeveless Printed Women's Top For Only Rs. 399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,2.4,2.4,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Fabric"", ""value""=>""100% Polycrap""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Machin Wash""}]}"
371,08b765e7ec8b5e5e49b3b3ab10537daa,http://www.flipkart.com/just-time-fashions-women-s-a-line-dress/p/itme92aqfews6bmm?pid=DREE92AQQFDRUFAN,Just In Time Fashions Women's A-line Dress,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Dresses >> Just In Time Fashions Dresses""]",DREE92AQQFDRUFAN,2499,1499,"[""http://img5a.flixcart.com/image/dress/y/f/p/1-1-ss-99-15-blue-just-in-time-fashions-m-original-imae92dmxmh3gxmu.jpeg"", ""http://img6a.flixcart.com/image/dress/y/f/p/1-1-ss-99-15-blue-just-in-time-fashions-m-original-imae92dmxmh3gxmu.jpeg"", ""http://img5a.flixcart.com/image/dress/5/p/h/1-1-ss-99-15-green-just-in-time-fashions-s-original-imae92dmmt8z3qvh.jpeg""]",Just In Time Fashions Women's A-line Dress - Buy Red Just In Time Fashions Women's A-line Dress For Only Rs. 2499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Length"", ""value""=>""Midi/Knee Length""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Polyester""}, {""key""=>""Type"", ""value""=>""A-line""}, {""key""=>""Neck"", ""value""=>""Round Neck""}]}"
372,cb235b669dbf76d72ab1608a01ff61db,http://www.flipkart.com/yepme-women-s-gathered-dress/p/itmdz7f5ygrzkpev?pid=DREDZ7F5H5WNGXWS,Yepme Women's Gathered Dress,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Dresses >> Yepme Dresses""]",DREDZ7F5H5WNGXWS,1799,799,"[""http://img5a.flixcart.com/image/dress/x/w/s/39327-yepme-s-1100x1360-imadz7q2hvdmkb76.jpeg"", ""http://img5a.flixcart.com/image/dress/x/w/s/39327-yepme-s-original-imadz7q2hvdmkb76.jpeg"", ""http://img6a.flixcart.com/image/dress/x/w/s/39327-yepme-s-original-imadz7q3jfdhrbr2.jpeg"", ""http://img6a.flixcart.com/image/dress/x/w/s/39327-yepme-s-original-imadz7q3xfwvs6qa.jpeg"", ""http://img5a.flixcart.com/image/dress/x/w/s/39327-yepme-s-original-imadz7q3enragguz.jpeg"", ""http://img6a.flixcart.com/image/dress/x/w/s/39327-yepme-s-original-imadz7q37dc2hf3k.jpeg""]","Yepme Women's Gathered Dress
                         Price: Rs. 799
				
			Beautifully designed, this dress from Yepme is ready to add an extra charm to your over all look. Made from polyester this awesome dress will not only add grace to your look, but will keep you comfortable as well. Go for high heels and trendy accessories with this dress to be the point of attraction at parties.
Beautifully designed, this dress from Yepme is ready to add an extra charm to your over all look. Made from polyester this awesome dress will not only add grace to your look, but will keep you comfortable as well. Go for high heels and trendy accessories with this dress to be the point of attraction at parties.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Fabric"", ""value""=>""Polyester""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""value""=>""Dry Clean to Retain Shape""}, {""key""=>""Length"", ""value""=>""Mini/Short""}]}"
373,ad50773192afcbe6a76a5ea3ea3c9d43,http://www.flipkart.com/van-heusen-men-s-printed-party-shirt/p/itmedffjhmsewsub?pid=SHTEDFFJMHZWSYT2,Van Heusen Men's Printed Party Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Van Heusen Casual & Party Wear Shirts""]",SHTEDFFJMHZWSYT2,2099,1469,"[""http://img6a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-39-original-imaedctdjdtphhuq.jpeg"", ""http://img5a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-39-original-imaedctdjdtphhuq.jpeg"", ""http://img5a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-40-original-imaedctdmgqqyhqa.jpeg"", ""http://img6a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-39-original-imaedctdmkuszkzp.jpeg"", ""http://img6a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-39-original-imaedctdzh9aebnq.jpeg"", ""http://img5a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-39-original-imaedctdvvrgqmzz.jpeg"", ""http://img5a.flixcart.com/image/shirt/y/t/2/vdsf515e06579-van-heusen-40-original-imaedffpjxyqxvug.jpeg""]",Van Heusen Men's Printed Party Shirt - Buy Black Van Heusen Men's Printed Party Shirt For Only Rs. 2099 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Occasion"", ""value""=>""Party""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Fabric"", ""value""=>""100% Cotton""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Style Code"", ""value""=>""VDSF515E06579""}]}"
377,f3b806b1a2b8ab38869a784b09bd716e,http://www.flipkart.com/mykraft-girl-s-a-line-dress/p/itme6g7mgnpmtzbc?pid=DREE6G7MEUW3MM6Z,Mykraft Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Mykraft Dresses""]",DREE6G7MEUW3MM6Z,1205,964,"[""http://img5a.flixcart.com/image/dress/q/f/8/132-120-4952blue-mykraft-original-imae6dzwfg6xvduu.jpeg"", ""http://img6a.flixcart.com/image/dress/q/f/8/132-120-4952blue-mykraft-original-imae6dzwfg6xvduu.jpeg"", ""http://img5a.flixcart.com/image/dress/q/f/8/132-120-4952blue-mykraft-original-imae6dzwzugqgu2w.jpeg"", ""http://img5a.flixcart.com/image/dress/q/f/8/132-120-4952blue-mykraft-original-imae6dzvbsbb6utz.jpeg""]","Mykraft Girl's A-line Dress
                         Price: Rs. 964
				
			Blue Lace Straight Dress
Blue Lace Straight Dress",No rating available,No rating available,brand,"{""product_specification""=>[{""value""=>""1 dress""}, {""key""=>""Length"", ""value""=>""Midi/Knee Length""}, {""key""=>""Pattern"", ""value""=>""Embellished""}, {""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Party""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Laces""}, {""key""=>""Type"", ""value""=>""A-line""}, {""key""=>""Neck"", ""value""=>""Round Neck""}]}"
378,8733d8c1219d4ac63a9a15aac09d0c01,http://www.flipkart.com/cranberry-club-girl-s-gathered-dress/p/itme9c3ncyfmfgfd?pid=DREE9C3NKTNUCWSN,The Cranberry Club Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> The Cranberry Club Dresses""]",DREE9C3NKTNUCWSN,1299,999,"[""http://img5a.flixcart.com/image/dress/6/h/w/108-96-cc100-the-cranberry-club-kids-original-imae9bhx9qvwmn8v.jpeg"", ""http://img6a.flixcart.com/image/dress/6/h/w/108-96-cc100-the-cranberry-club-kids-original-imae9bhx9qvwmn8v.jpeg"", ""http://img6a.flixcart.com/image/dress/6/h/w/108-96-cc100-the-cranberry-club-kids-original-imae9bhxunkgxpqg.jpeg"", ""http://img6a.flixcart.com/image/dress/6/h/w/108-96-cc100-the-cranberry-club-kids-original-imae9bhxgbh5wbdc.jpeg""]",The Cranberry Club Girl's Gathered Dress - Buy Orange The Cranberry Club Girl's Gathered Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,5,5,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Fabric"", ""value""=>""Crape, Jorjet""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Neck"", ""value""=>""Strappy Neck""}, {""key""=>""Lining"", ""value""=>""Crape""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Wash with Similar Colors, Wash Inside Out""}, {""key""=>""Length"", ""value""=>""Midi/Knee Length""}, {""value""=>""1""}]}"
379,46f622a6688caa767a3f6cceb9fa8aef,http://www.flipkart.com/fashion-tree-men-s-solid-formal-shirt/p/itmee72rsgszwfg5?pid=SHTEE72RZN4TVPUY,Fashion Tree Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Fashion Tree Formal Shirts""]",SHTEE72RZN4TVPUY,999,349,"[""http://img5a.flixcart.com/image/shirt/9/g/s/fp-r-fashion-tree-38-original-imaee66ygyp4pxqd.jpeg"", ""http://img6a.flixcart.com/image/shirt/9/g/s/fp-r-fashion-tree-38-original-imaee66ygyp4pxqd.jpeg"", ""http://img6a.flixcart.com/image/shirt/9/g/s/fp-r-fashion-tree-44-original-imaee66ypzteax5c.jpeg"", ""http://img5a.flixcart.com/image/shirt/9/g/s/fp-r-fashion-tree-42-original-imaee66zrqnvzqnv.jpeg"", ""http://img5a.flixcart.com/image/shirt/9/g/s/fp-r-fashion-tree-40-original-imaee66zkq6rtpnt.jpeg"", ""http://img5a.flixcart.com/image/shirt/9/g/s/fp-r-fashion-tree-40-original-imaee66zhzb2jjzj.jpeg""]",Fashion Tree Men's Solid Formal Shirt - Buy Red Fashion Tree Men's Solid Formal Shirt For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Fabric"", ""value""=>""Cotton, Polyester""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Style Code"", ""value""=>""FP-R""}]}"
380,198d1c5f878b00791bea5b3adf00ccc0,http://www.flipkart.com/fashion-tree-men-s-solid-formal-shirt/p/itmee72reg6fh7ad?pid=SHTEE72RCD7G7D2N,Fashion Tree Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Fashion Tree Formal Shirts""]",SHTEE72RCD7G7D2N,999,349,"[""http://img5a.flixcart.com/image/shirt/d/2/n/fp-db-fashion-tree-42-original-imaee63ts4tkwzv2.jpeg"", ""http://img6a.flixcart.com/image/shirt/d/2/n/fp-db-fashion-tree-42-original-imaee63ts4tkwzv2.jpeg"", ""http://img5a.flixcart.com/image/shirt/p/q/n/fp-db-fashion-tree-38-original-imaee65z3apzkhhz.jpeg"", ""http://img6a.flixcart.com/image/shirt/d/2/n/fp-db-fashion-tree-42-original-imaee65pxsctya6z.jpeg"", ""http://img5a.flixcart.com/image/shirt/d/2/n/fp-db-fashion-tree-42-original-imaee65sgsfd9s3b.jpeg"", ""http://img6a.flixcart.com/image/shirt/d/2/n/fp-db-fashion-tree-42-original-imaee65whgamajjh.jpeg""]",Fashion Tree Men's Solid Formal Shirt - Buy Dark Blue Fashion Tree Men's Solid Formal Shirt For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Cotton, Polyester""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Style Code"", ""value""=>""FP-DB""}]}"
381,d988dbb10d54671d92c98e61129399c0,http://www.flipkart.com/fashion-tree-men-s-solid-formal-shirt/p/itmee72rebrjgnkw?pid=SHTEE72RA42KXW2S,Fashion Tree Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Fashion Tree Formal Shirts""]",SHTEE72RA42KXW2S,999,349,"[""http://img5a.flixcart.com/image/shirt/t/m/c/fp-pr-fashion-tree-38-original-imaee66wwxgyhpdn.jpeg"", ""http://img6a.flixcart.com/image/shirt/t/m/c/fp-pr-fashion-tree-38-original-imaee66wwxgyhpdn.jpeg"", ""http://img6a.flixcart.com/image/shirt/t/m/c/fp-pr-fashion-tree-38-original-imaee66wgqjmetzk.jpeg"", ""http://img5a.flixcart.com/image/shirt/t/m/c/fp-pr-fashion-tree-38-original-imaee66xgm8aa7nk.jpeg"", ""http://img5a.flixcart.com/image/shirt/t/m/c/fp-pr-fashion-tree-38-original-imaee66xxchchxye.jpeg"", ""http://img5a.flixcart.com/image/shirt/t/m/c/fp-pr-fashion-tree-38-original-imaee66yrnsx8tgz.jpeg""]",Fashion Tree Men's Solid Formal Shirt - Buy Purple Fashion Tree Men's Solid Formal Shirt For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Cotton, Polyester""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Style Code"", ""value""=>""FP-PR""}]}"
382,ee140a256905838a01bbebe919330536,http://www.flipkart.com/peter-england-men-s-solid-formal-shirt/p/itmedvzrftg3us5u?pid=SHTEDVZRHNGYYMES,Peter England Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Peter England Formal Shirts""]",SHTEDVZRHNGYYMES,1399,1399,"[""http://img6a.flixcart.com/image/shirt/m/q/n/rst6501-peter-england-46-original-imaeduzhuw2hzv2v.jpeg"", ""http://img5a.flixcart.com/image/shirt/m/q/n/rst6501-peter-england-42-original-imaeduzhs64sbfvn.jpeg"", ""http://img5a.flixcart.com/image/shirt/m/q/n/rst6501-peter-england-39-original-imaeduzhxtz8fhqf.jpeg"", ""http://img5a.flixcart.com/image/shirt/m/q/n/rst6501-peter-england-44-original-imaeduzh98fdzjnm.jpeg""]",Peter England Men's Solid Formal Shirt - Buy Green Peter England Men's Solid Formal Shirt For Only Rs. 1399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""100% Cotton""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Style Code"", ""value""=>""RST6501""}]}"
383,9965d5fc650def69464bee1c19b52598,http://www.flipkart.com/gee-bee-casual-printed-women-s-kurti/p/itmebfrqgytc4ppq?pid=KRTEBFRQD4VMTPYK,Gee & Bee Casual Printed Women's Kurti,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gee & Bee Kurtis""]",KRTEBFRQD4VMTPYK,1664,499,"[""http://img6a.flixcart.com/image/kurti/p/y/k/1-1-e11-gee-bee-l-original-imaeazcgerhwmfde.jpeg"", ""http://img5a.flixcart.com/image/kurti/p/y/k/1-1-e11-gee-bee-l-original-imaeazcgerhwmfde.jpeg"", ""http://img5a.flixcart.com/image/kurti/p/y/k/1-1-e11-gee-bee-l-original-imaeazcgypmxk3gn.jpeg"", ""http://img6a.flixcart.com/image/kurti/p/y/k/1-1-e11-gee-bee-l-original-imaeazcjaa5xfwye.jpeg""]","Gee & Bee Casual Printed Women's Kurti
                         Price: Rs. 499
				
			Gee & Bee Presents 100% cotton Womens Kurtis with premium qality fabric and in ozone free dyes
Gee & Bee Presents 100% cotton Womens Kurtis with premium qality fabric and in ozone free dyes",No rating available,No rating available,brand,"{""product_specification""=>[{""value""=>""1 Kurti""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Region"", ""value""=>""Kolkata""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""A-line""}, {""key""=>""Neck"", ""value""=>""Shoulder Strap""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""Wash with Similar Colors""}]}"
384,89904d9fd021a498f519fbcbfc654504,http://www.flipkart.com/gee-bee-casual-printed-women-s-kurti/p/itmebfrqzdzasgbe?pid=KRTEBFRQEW73G6BA,Gee & Bee Casual Printed Women's Kurti,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gee & Bee Kurtis""]",KRTEBFRQEW73G6BA,2499,749,"[""http://img6a.flixcart.com/image/kurti/c/x/z/1-1-e13-gee-bee-m-original-imaeazcg4d4vyewh.jpeg"", ""http://img5a.flixcart.com/image/kurti/c/x/z/1-1-e13-gee-bee-m-original-imaeazcg4d4vyewh.jpeg"", ""http://img5a.flixcart.com/image/kurti/c/x/z/1-1-e13-gee-bee-m-original-imaeazcgpghgzyjj.jpeg"", ""http://img5a.flixcart.com/image/kurti/c/x/z/1-1-e13-gee-bee-m-original-imaeazcjbafjfwrt.jpeg""]","Gee & Bee Casual Printed Women's Kurti
                         Price: Rs. 749
				
			Gee & Bee Presents 100% cotton Womens Kurtis with premium qality fabric and in ozone free dyes
Gee & Bee Presents 100% cotton Womens Kurtis with premium qality fabric and in ozone free dyes",No rating available,No rating available,brand,"{""product_specification""=>[{""value""=>""1 Kurti""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Region"", ""value""=>""Kolkata""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""A-line""}, {""key""=>""Neck"", ""value""=>""Square Neck""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""Wash with Similar Colors""}]}"
